"name","gender"
"bridgette","female"
"bridie","female"
"brier","female"
"brietta","female"
"brigid","female"
"brigida","female"
"brigit","female"
"brigitta","female"
"brigitte","female"
"brina","female"
"briney","female"
"briny","female"
"brit","female"
"brita","female"
"britaney","female"
"britani","female"
"briteny","female"
"britney","female"
"britni","female"
"britta","female"
"brittan","female"
"brittany","female"
"britte","female"
"brittney","female"
"brunella","female"
"brunhilda","female"
"brunhilde","female"
"bryana","female"
"bryna","female"
"brynn","female"
"brynna","female"
"brynne","female"
"buffy","female"
"bunni","female"
"bunnie","female"
"bunny","female"
"burta","female"
"cabrina","female"
"cacilia","female"
"cacilie","female"
"caitlin","female"
"caitrin","female"
"calida","female"
"calla","female"
"calley","female"
"calli","female"
"callida","female"
"callie","female"
"cally","female"
"calypso","female"
"camala","female"
"camel","female"
"camella","female"
"camellia","female"
"cameo","female"
"cami","female"
"camila","female"
"camile","female"
"camilla","female"
"camille","female"
"cammi","female"
"cammie","female"
"canada","female"
"candace","female"
"candi","female"
"candice","female"
"candida","female"
"candide","female"
"candie","female"
"candis","female"
"candra","female"
"candy","female"
"cappella","female"
"caprice","female"
"cara","female"
"caralie","female"
"caren","female"
"carena","female"
"caresa","female"
"caressa","female"
"caresse","female"
"cari","female"
"caria","female"
"carie","female"
"caril","female"
"carilyn","female"
"carin","female"
"carina","female"
"carine","female"
"cariotta","female"
"carissa","female"
"carita","female"
"caritta","female"
"carla","female"
"carlee","female"
"carleen","female"
"carlen","female"
"carlena","female"
"carlene","female"
"carley","female"
"carli","female"
"carlina","female"
"carline","female"
"carlisle","female"
"carlita","female"
"carlota","female"
"carlotta","female"
"carly","female"
"carlye","female"
"carlyn","female"
"carlynn","female"
"carlynne","female"
"carma","female"
"carmel","female"
"carmela","female"
"carmelia","female"
"carmelina","female"
"carmelita","female"
"carmella","female"
"carmelle","female"
"carmen","female"
"carmina","female"
"carmita","female"
"carmon","female"
"caro","female"
"carol","female"
"carol-jean","female"
"carola","female"
"carolan","female"
"carolann","female"
"carole","female"
"carolee","female"
"caroleen","female"
"carolie","female"
"carolin","female"
"carolina","female"
"caroline","female"
"caroljean","female"
"carolyn","female"
"carolyne","female"
"carolynn","female"
"caron","female"
"carree","female"
"carri","female"
"carrie","female"
"carrissa","female"
"carrol","female"
"carry","female"
"caryn","female"
"casandra","female"
"casi","female"
"casia","female"
"casie","female"
"cassandra","female"
"cassandre","female"
"cassandry","female"
"cassaundra","female"
"cassey","female"
"cassi","female"
"cassie","female"
"cassondra","female"
"cassy","female"
"catarina","female"
"cate","female"
"caterina","female"
"catha","female"
"catharina","female"
"catharine","female"
"cathe","female"
"cathee","female"
"catherin","female"
"catherina","female"
"catherine","female"
"cathi","female"
"cathie","female"
"cathleen","female"
"cathlene","female"
"cathrin","female"
"cathrine","female"
"cathryn","female"
"cathy","female"
"cathyleen","female"
"cati","female"
"catie","female"
"catina","female"
"catlaina","female"
"catlee","female"
"catlin","female"
"catrina","female"
"catriona","female"
"caty","female"
"cayla","female"
"cecelia","female"
"cecile","female"
"ceciley","female"
"cecilia","female"
"cecilla","female"
"cecily","female"
"ceil","female"
"cele","female"
"celene","female"
"celesta","female"
"celeste","female"
"celestia","female"
"celestina","female"
"celestine","female"
"celestyn","female"
"celestyna","female"
"celia","female"
"celie","female"
"celina","female"
"celinda","female"
"celine","female"
"celinka","female"
"celisse","female"
"celle","female"
"cesya","female"
"chanda","female"
"chandal","female"
"chandra","female"
"channa","female"
"chantal","female"
"chantalle","female"
"charil","female"
"charin","female"
"charis","female"
"charissa","female"
"charisse","female"
"charita","female"
"charity","female"
"charla","female"
"charlean","female"
"charleen","female"
"charlena","female"
"charlene","female"
"charline","female"
"charlot","female"
"charlott","female"
"charlotta","female"
"charlotte","female"
"charmain","female"
"charmaine","female"
"charmane","female"
"charmian","female"
"charmine","female"
"charmion","female"
"charo","female"
"charyl","female"
"chastity","female"
"chelsae","female"
"chelsea","female"
"chelsey","female"
"chelsie","female"
"chelsy","female"
"cher","female"
"chere","female"
"cherey","female"
"cheri","female"
"cherianne","female"
"cherice","female"
"cherida","female"
"cherie","female"
"cherilyn","female"
"cherilynn","female"
"cherin","female"
"cherise","female"
"cherish","female"
"cherlyn","female"
"cherri","female"
"cherrita","female"
"cherry","female"
"chery","female"
"cherye","female"
"cheryl","female"
"cheslie","female"
"chiarra","female"
"chickie","female"
"chicky","female"
"chiquita","female"
"chloe","female"
"chloette","female"
"chloris","female"
"chriss","female"
"chrissa","female"
"chrissie","female"
"christa","female"
"christabel","female"
"christabella","female"
"christabelle","female"
"christal","female"
"christalle","female"
"christan","female"
"christean","female"
"christel","female"
"christen","female"
"christi","female"
"christiana","female"
"christiane","female"
"christin","female"
"christina","female"
"christine","female"
"christyna","female"
"chrysa","female"
"chrysler","female"
"chrystal","female"
"chryste","female"
"chrystel","female"
"ciara","female"
"cicely","female"
"cicily","female"
"ciel","female"
"cilka","female"
"cinda","female"
"cindee","female"
"cindelyn","female"
"cinderella","female"
"cindi","female"
"cindie","female"
"cindra","female"
"cindy","female"
"cinnamon","female"
"cissie","female"
"cissy","female"
"clara","female"
"clarabelle","female"
"claresta","female"
"clareta","female"
"claretta","female"
"clarette","female"
"clarey","female"
"clari","female"
"claribel","female"
"clarice","female"
"clarie","female"
"clarinda","female"
"clarine","female"
"clarisa","female"
"clarissa","female"
"clarisse","female"
"clarita","female"
"clary","female"
"claudelle","female"
"claudetta","female"
"claudette","female"
"claudia","female"
"claudie","female"
"claudina","female"
"claudine","female"
"clea","female"
"clemence","female"
"clementia","female"
"clementina","female"
"clementine","female"
"clemmy","female"
"cleo","female"
"cleopatra","female"
"clerissa","female"
"cleva","female"
"clio","female"
"clo","female"
"cloe","female"
"cloris","female"
"clotilda","female"
"clovis","female"
"codee","female"
"codi","female"
"codie","female"
"coleen","female"
"colene","female"
"coletta","female"
"colette","female"
"colleen","female"
"collete","female"
"collette","female"
"collie","female"
"colline","female"
"colly","female"
"con","female"
"concettina","female"
"conchita","female"
"concordia","female"
"conney","female"
"conni","female"
"conny","female"
"consolata","female"
"constance","female"
"constancia","female"
"constancy","female"
"constanta","female"
"constantia","female"
"constantina","female"
"consuela","female"
"consuelo","female"
"cookie","female"
"cora","female"
"corabel","female"
"corabella","female"
"corabelle","female"
"coral","female"
"coralie","female"
"coraline","female"
"coralyn","female"
"cordelia","female"
"cordelie","female"
"cordey","female"
"cordie","female"
"cordula","female"
"cordy","female"
"coreen","female"
"corella","female"
"corena","female"
"corenda","female"
"corene","female"
"coretta","female"
"corette","female"
"cori","female"
"corie","female"
"corilla","female"
"corina","female"
"corine","female"
"corinna","female"
"corinne","female"
"coriss","female"
"corissa","female"
"corliss","female"
"corly","female"
"cornela","female"
"cornelia","female"
"cornelle","female"
"cornie","female"
"corny","female"
"correna","female"
"correy","female"
"corri","female"
"corrianne","female"
"corrina","female"
"corrine","female"
"corrinne","female"
"corry","female"
"cortney","female"
"cosetta","female"
"cosette","female"
"courtenay","female"
"cresa","female"
"crissie","female"
"crissy","female"
"crista","female"
"cristabel","female"
"cristal","female"
"cristen","female"
"cristi","female"
"cristie","female"
"cristin","female"
"cristina","female"
"cristine","female"
"cristionna","female"
"cristy","female"
"crysta","female"
"crystal","female"
"crystie","female"
"cyb","female"
"cybal","female"
"cybel","female"
"cybelle","female"
"cybil","female"
"cybill","female"
"cyndi","female"
"cyndy","female"
"cynthea","female"
"cynthia","female"
"cynthie","female"
"cynthy","female"
"dacey","female"
"dacia","female"
"dacie","female"
"dacy","female"
"dael","female"
"daffi","female"
"daffie","female"
"dafna","female"
"dagmar","female"
"dahlia","female"
"daile","female"
"daisey","female"
"daisi","female"
"daisie","female"
"daisy","female"
"dalenna","female"
"dalia","female"
"dalila","female"
"daloris","female"
"damara","female"
"damaris","female"
"damita","female"
"danell","female"
"danella","female"
"danelle","female"
"danette","female"
"dania","female"
"danica","female"
"danice","female"
"daniela","female"
"daniele","female"
"daniella","female"
"danielle","female"
"danika","female"
"danila","female"
"danit","female"
"danita","female"
"danna","female"
"danni","female"
"dannye","female"
"danya","female"
"danyelle","female"
"danyette","female"
"daphene","female"
"daphna","female"
"daphne","female"
"dara","female"
"darb","female"
"darbie","female"
"darcee","female"
"darcey","female"
"darci","female"
"darcie","female"
"darda","female"
"dareen","female"
"darell","female"
"darelle","female"
"dari","female"
"daria","female"
"darice","female"
"darla","female"
"darleen","female"
"darlene","female"
"darline","female"
"darsey","female"
"darsie","female"
"darya","female"
"daryn","female"
"dasha","female"
"dasi","female"
"dasie","female"
"dasya","female"
"datha","female"
"daune","female"
"daveen","female"
"daveta","female"
"davida","female"
"davina","female"
"davine","female"
"davita","female"
"dawn","female"
"dawna","female"
"dayle","female"
"dayna","female"
"dea","female"
"deana","female"
"deanna","female"
"deanne","female"
"deb","female"
"debbi","female"
"debbie","female"
"debbra","female"
"debby","female"
"debee","female"
"debera","female"
"debi","female"
"debor","female"
"debora","female"
"deborah","female"
"debra","female"
"dede","female"
"dedie","female"
"dedra","female"
"dee","female"
"dee dee","female"
"deeann","female"
"deeanne","female"
"deedee","female"
"deena","female"
"deerdre","female"
"dehlia","female"
"deidre","female"
"deina","female"
"deirdre","female"
"dela","female"
"delaney","female"
"delcina","female"
"delcine","female"
"delia","female"
"delila","female"
"delilah","female"
"delinda","female"
"della","female"
"delly","female"
"delora","female"
"delores","female"
"deloria","female"
"deloris","female"
"delphina","female"
"delphine","female"
"delphinia","female"
"demeter","female"
"demetra","female"
"demetria","female"
"dena","female"
"deni","female"
"denice","female"
"denise","female"
"denna","female"
"denni","female"
"deny","female"
"denys","female"
"denyse","female"
"deonne","female"
"desaree","female"
"desdemona","female"
"desirae","female"
"desiree","female"
"desiri","female"
"deva","female"
"devan","female"
"devi","female"
"devina","female"
"devinne","female"
"devondra","female"
"devonna","female"
"devonne","female"
"devora","female"
"dew","female"
"di","female"
"diahann","female"
"diamond","female"
"dian","female"
"diana","female"
"diandra","female"
"diane","female"
"diane-marie","female"
"dianemarie","female"
"diann","female"
"dianna","female"
"dianne","female"
"diannne","female"
"didi","female"
"dido","female"
"diena","female"
"dierdre","female"
"dina","female"
"dinah","female"
"dinnie","female"
"dinny","female"
"dione","female"
"dionne","female"
"dita","female"
"dix","female"
"dixie","female"
"dode","female"
"dodi","female"
"dodie","female"
"dody","female"
"doe","female"
"doll","female"
"dolley","female"
"dolli","female"
"dollie","female"
"dolly","female"
"dolora","female"
"dolores","female"
"dolorita","female"
"doloritas","female"
"dominica","female"
"dona","female"
"donella","female"
"donelle","female"
"donetta","female"
"donia","female"
"donica","female"
"donielle","female"
"donna","female"
"donnajean","female"
"donnamarie","female"
"donni","female"
"dora","female"
"doralia","female"
"doralin","female"
"doralyn","female"
"doralynn","female"
"doralynne","female"
"dorcas","female"
"dore","female"
"doreen","female"
"dorelia","female"
"dorella","female"
"dorelle","female"
"dorena","female"
"dorene","female"
"doretta","female"
"dorette","female"
"dorey","female"
"dori","female"
"doria","female"
"dorice","female"
"dorie","female"
"dorine","female"
"doris","female"
"dorisa","female"
"dorise","female"
"dorit","female"
"dorita","female"
"doro","female"
"dorolice","female"
"dorolisa","female"
"dorotea","female"
"doroteya","female"
"dorothea","female"
"dorothee","female"
"dorothy","female"
"dorree","female"
"dorri","female"
"dorrie","female"
"dorris","female"
"dorry","female"
"dorthea","female"
"dorthy","female"
"dosi","female"
"dot","female"
"doti","female"
"dotti","female"
"dottie","female"
"dotty","female"
"dove","female"
"drea","female"
"dulce","female"
"dulcea","female"
"dulci","female"
"dulcia","female"
"dulciana","female"
"dulcie","female"
"dulcine","female"
"dulcinea","female"
"dulcy","female"
"dulsea","female"
"dusty","female"
"dyan","female"
"dyana","female"
"dyane","female"
"dyann","female"
"dyanna","female"
"dyanne","female"
"dyna","female"
"dynah","female"
"e'lane","female"
"eada","female"
"eadie","female"
"eadith","female"
"ealasaid","female"
"eartha","female"
"easter","female"
"eba","female"
"ebba","female"
"ebonee","female"
"ebony","female"
"eda","female"
"eddi","female"
"ede","female"
"edee","female"
"edeline","female"
"eden","female"
"edi","female"
"edin","female"
"edita","female"
"edith","female"
"editha","female"
"edithe","female"
"ediva","female"
"edna","female"
"edwina","female"
"edy","female"
"edyth","female"
"edythe","female"
"effie","female"
"eileen","female"
"eilis","female"
"eimile","female"
"eirena","female"
"ekaterina","female"
"elaina","female"
"elaine","female"
"elana","female"
"elane","female"
"elayne","female"
"elberta","female"
"elbertina","female"
"elbertine","female"
"eleanor","female"
"eleanora","female"
"eleanore","female"
"electra","female"
"elena","female"
"elene","female"
"eleni","female"
"elenore","female"
"eleonora","female"
"eleonore","female"
"elfie","female"
"elfreda","female"
"elfrida","female"
"elfrieda","female"
"elga","female"
"elianora","female"
"elianore","female"
"elicia","female"
"elie","female"
"elinor","female"
"elinore","female"
"elisa","female"
"elisabet","female"
"elisabeth","female"
"elisabetta","female"
"elise","female"
"elissa","female"
"elita","female"
"eliza","female"
"elizabet","female"
"elizabeth","female"
"elka","female"
"elke","female"
"ella","female"
"elladine","female"
"elle","female"
"ellen","female"
"ellene","female"
"ellette","female"
"elli","female"
"ellie","female"
"ellissa","female"
"elly","female"
"ellyn","female"
"ellynn","female"
"elmira","female"
"elna","female"
"elnora","female"
"elnore","female"
"eloisa","female"
"eloise","female"
"elonore","female"
"elora","female"
"elsa","female"
"elsbeth","female"
"else","female"
"elsey","female"
"elsi","female"
"elsie","female"
"elsinore","female"
"elspeth","female"
"elsy","female"
"elva","female"
"elvera","female"
"elvina","female"
"elvira","female"
"elwina","female"
"elwira","female"
"elyn","female"
"elyse","female"
"elysee","female"
"elysha","female"
"elysia","female"
"elyssa","female"
"em","female"
"ema","female"
"emalee","female"
"emalia","female"
"emanuela","female"
"emelda","female"
"emelia","female"
"emelina","female"
"emeline","female"
"emelita","female"
"emelyne","female"
"emera","female"
"emilee","female"
"emili","female"
"emilia","female"
"emilie","female"
"emiline","female"
"emily","female"
"emlyn","female"
"emlynn","female"
"emlynne","female"
"emma","female"
"emmalee","female"
"emmaline","female"
"emmalyn","female"
"emmalynn","female"
"emmalynne","female"
"emmeline","female"
"emmey","female"
"emmi","female"
"emmie","female"
"emmye","female"
"emogene","female"
"emyle","female"
"emylee","female"
"endora","female"
"engracia","female"
"enid","female"
"enrica","female"
"enrichetta","female"
"enrika","female"
"enriqueta","female"
"enya","female"
"eolanda","female"
"eolande","female"
"eran","female"
"erda","female"
"erena","female"
"erica","female"
"ericha","female"
"ericka","female"
"erika","female"
"erina","female"
"erinn","female"
"erinna","female"
"erma","female"
"ermengarde","female"
"ermentrude","female"
"ermina","female"
"erminia","female"
"erminie","female"
"erna","female"
"ernaline","female"
"ernesta","female"
"ernestine","female"
"ertha","female"
"eryn","female"
"esma","female"
"esmaria","female"
"esmeralda","female"
"esmerelda","female"
"essa","female"
"essie","female"
"essy","female"
"esta","female"
"estel","female"
"estele","female"
"estell","female"
"estella","female"
"estelle","female"
"ester","female"
"esther","female"
"estrella","female"
"estrellita","female"
"ethel","female"
"ethelda","female"
"ethelin","female"
"ethelind","female"
"etheline","female"
"ethelyn","female"
"ethyl","female"
"etta","female"
"etti","female"
"ettie","female"
"etty","female"
"eudora","female"
"eugenia","female"
"eugenie","female"
"eugine","female"
"eula","female"
"eulalie","female"
"eunice","female"
"euphemia","female"
"eustacia","female"
"eva","female"
"evaleen","female"
"evangelia","female"
"evangelin","female"
"evangelina","female"
"evangeline","female"
"evania","female"
"evanne","female"
"eve","female"
"eveleen","female"
"evelina","female"
"eveline","female"
"evette","female"
"evey","female"
"evie","female"
"evita","female"
"evonne","female"
"evvie","female"
"evvy","female"
"evy","female"
"eyde","female"
"eydie","female"
"fabrianne","female"
"fabrice","female"
"fae","female"
"faina","female"
"faith","female"
"fallon","female"
"fan","female"
"fanchette","female"
"fanchon","female"
"fancie","female"
"fancy","female"
"fanechka","female"
"fania","female"
"fanni","female"
"fannie","female"
"fanny","female"
"fanya","female"
"fara","female"
"farah","female"
"farand","female"
"farica","female"
"farra","female"
"farrah","female"
"farrand","female"
"fatima","female"
"faun","female"
"faunie","female"
"faustina","female"
"faustine","female"
"fawn","female"
"fawna","female"
"fawne","female"
"fawnia","female"
"fay","female"
"faydra","female"
"faye","female"
"fayette","female"
"fayina","female"
"fayre","female"
"fayth","female"
"faythe","female"
"federica","female"
"fedora","female"
"felecia","female"
"felicdad","female"
"felicia","female"
"felicity","female"
"felicle","female"
"felipa","female"
"felisha","female"
"felita","female"
"feliza","female"
"fenelia","female"
"feodora","female"
"ferdinanda","female"
"ferdinande","female"
"fern","female"
"fernanda","female"
"fernande","female"
"fernandina","female"
"ferne","female"
"fey","female"
"fiann","female"
"fianna","female"
"fidela","female"
"fidelia","female"
"fidelity","female"
"fifi","female"
"fifine","female"
"filia","female"
"filide","female"
"filippa","female"
"fina","female"
"fiona","female"
"fionna","female"
"fionnula","female"
"fiorenze","female"
"fleur","female"
"fleurette","female"
"flo","female"
"flor","female"
"flora","female"
"florance","female"
"flore","female"
"florella","female"
"florence","female"
"florencia","female"
"florentia","female"
"florenza","female"
"florette","female"
"flori","female"
"floria","female"
"florice","female"
"florida","female"
"florie","female"
"florina","female"
"florinda","female"
"floris","female"
"florri","female"
"florrie","female"
"florry","female"
"flory","female"
"flossi","female"
"flossie","female"
"flossy","female"
"flower","female"
"fortuna","female"
"fortune","female"
"france","female"
"francene","female"
"frances","female"
"francesca","female"
"francesmary","female"
"francine","female"
"francisca","female"
"franciska","female"
"francoise","female"
"francyne","female"
"franni","female"
"frannie","female"
"franny","female"
"frayda","female"
"freda","female"
"freddi","female"
"fredelia","female"
"frederica","female"
"fredericka","female"
"fredi","female"
"fredia","female"
"fredra","female"
"fredrika","female"
"freida","female"
"frieda","female"
"friederike","female"
"fulvia","female"
"gabbey","female"
"gabbi","female"
"gabbie","female"
"gabey","female"
"gabi","female"
"gabie","female"
"gabriela","female"
"gabriella","female"
"gabrielle","female"
"gabriellia","female"
"gabrila","female"
"gaby","female"
"gae","female"
"gael","female"
"gale ","female"
"galina","female"
"garland","female"
"garnet","female"
"garnette","female"
"gates","female"
"gavra","female"
"gavrielle","female"
"gayla","female"
"gayleen","female"
"gaylene","female"
"gaynor","female"
"gelya","female"
"gen","female"
"gena","female"
"geneva","female"
"genevieve","female"
"genevra","female"
"genia","female"
"genna","female"
"genni","female"
"gennie","female"
"gennifer","female"
"genny","female"
"genovera","female"
"genvieve","female"
"georgeanna","female"
"georgeanne","female"
"georgena","female"
"georgeta","female"
"georgetta","female"
"georgette","female"
"georgiamay","female"
"georgiana","female"
"georgianna","female"
"georgianne","female"
"georgina","female"
"georgine","female"
"gera","female"
"geralda","female"
"geraldina","female"
"geraldine","female"
"gerda","female"
"gerhardine","female"
"gerianna","female"
"gerianne","female"
"gerladina","female"
"germain","female"
"germana","female"
"gerrie","female"
"gerrilee","female"
"gert","female"
"gerta","female"
"gerti","female"
"gertie","female"
"gertrud","female"
"gertruda","female"
"gertrude","female"
"gertrudis","female"
"gerty","female"
"giacinta","female"
"giana","female"
"gianina","female"
"gianna","female"
"gigi","female"
"gilberta","female"
"gilberte","female"
"gilbertina","female"
"gilbertine","female"
"gilda","female"
"gillan","female"
"gilli","female"
"gillian","female"
"gillie","female"
"gilligan","female"
"gilly","female"
"gina","female"
"ginelle","female"
"ginevra","female"
"ginni","female"
"ginnie","female"
"ginnifer","female"
"ginny","female"
"giorgia","female"
"giovanna","female"
"gipsy","female"
"giralda","female"
"gisela","female"
"gisele","female"
"gisella","female"
"giselle","female"
"gizela","female"
"glad","female"
"gladi","female"
"gladis","female"
"gladys","female"
"gleda","female"
"glenda","female"
"glenine","female"
"glenna","female"
"glennie","female"
"glennis","female"
"glori","female"
"gloria","female"
"gloriana","female"
"gloriane","female"
"glorianna","female"
"glory","female"
"glyn","female"
"glynda","female"
"glynis","female"
"glynnis","female"
"godiva","female"
"golda","female"
"goldarina","female"
"goldi","female"
"goldia","female"
"goldie","female"
"goldina","female"
"goldy","female"
"gracia","female"
"gracie","female"
"grata","female"
"gratia","female"
"gratiana","female"
"gray","female"
"grayce","female"
"grazia","female"
"gredel","female"
"greer","female"
"greta","female"
"gretal","female"
"grete","female"
"gretel","female"
"grethel","female"
"gretna","female"
"gretta","female"
"grier","female"
"griselda","female"
"grissel","female"
"guendolen","female"
"guenevere","female"
"guenna","female"
"guglielma","female"
"gui","female"
"guillema","female"
"guillemette","female"
"guinevere","female"
"guinna","female"
"gunilla","female"
"gunvor","female"
"gusella","female"
"gussi","female"
"gussie","female"
"gussy","female"
"gusta","female"
"gusti","female"
"gustie","female"
"gusty","female"
"gwen","female"
"gwendolen","female"
"gwendolin","female"
"gwendolyn","female"
"gweneth","female"
"gwenette","female"
"gwenn","female"
"gwenneth","female"
"gwenni","female"
"gwennie","female"
"gwenny","female"
"gwenora","female"
"gwenore","female"
"gwyn","female"
"gwyneth","female"
"gwynne","female"
"gypsy","female"
"hadria","female"
"hailee","female"
"haily","female"
"halette","female"
"hali","female"
"halie","female"
"halimeda","female"
"halley","female"
"halli","female"
"hallie","female"
"hally","female"
"hana","female"
"hanna","female"
"hannah","female"
"hanni","female"
"hannie","female"
"hannis","female"
"hanny","female"
"happy","female"
"harlene","female"
"harli","female"
"harlie","female"
"harmonia","female"
"harmonie","female"
"harmony","female"
"harri","female"
"harrie","female"
"harriet","female"
"harriett","female"
"harrietta","female"
"harriette","female"
"harriot","female"
"harriott","female"
"hatti","female"
"hattie","female"
"hatty","female"
"havivah","female"
"hayley","female"
"heather","female"
"heda","female"
"hedda","female"
"heddi","female"
"heddie","female"
"hedi","female"
"hedvig","female"
"hedwig","female"
"hedy","female"
"heida","female"
"heide","female"
"heidi","female"
"heidie","female"
"helaina","female"
"helaine","female"
"helen","female"
"helen-elizabeth","female"
"helena","female"
"helene","female"
"helga","female"
"helge","female"
"helise","female"
"hellene","female"
"helli","female"
"heloise","female"
"helsa","female"
"helyn","female"
"hendrika","female"
"henka","female"
"henrieta","female"
"henrietta","female"
"henriette","female"
"henryetta","female"
"hephzibah","female"
"hermia","female"
"hermina","female"
"hermine","female"
"herminia","female"
"hermione","female"
"herta","female"
"hertha","female"
"hester","female"
"hesther","female"
"hestia","female"
"hetti","female"
"hettie","female"
"hetty","female"
"hilarie","female"
"hilda","female"
"hildagard","female"
"hildagarde","female"
"hilde","female"
"hildegaard","female"
"hildegarde","female"
"hildy","female"
"hilliary","female"
"hinda","female"
"holley","female"
"holli","female"
"hollie","female"
"holly-anne","female"
"hollyanne","female"
"honey","female"
"honor","female"
"honoria","female"
"hope","female"
"horatia","female"
"hortense","female"
"hortensia","female"
"hulda","female"
"hyacinth","female"
"hyacintha","female"
"hyacinthe","female"
"hyacinthia","female"
"hyacinthie","female"
"hynda","female"
"ianthe","female"
"ibbie","female"
"ibby","female"
"ida","female"
"idalia","female"
"idalina","female"
"idaline","female"
"idell","female"
"idelle","female"
"idette","female"
"ilana","female"
"ileana","female"
"ileane","female"
"ilene","female"
"ilise","female"
"ilka","female"
"illa","female"
"ilona","female"
"ilsa","female"
"ilse","female"
"ilysa","female"
"ilyse","female"
"ilyssa","female"
"imelda","female"
"imogen","female"
"imogene","female"
"imojean","female"
"ina","female"
"inci","female"
"indira","female"
"ines","female"
"inesita","female"
"inessa","female"
"inez","female"
"inga","female"
"ingaberg","female"
"ingaborg","female"
"inge","female"
"ingeberg","female"
"ingeborg","female"
"inger","female"
"ingrid","female"
"ingunna","female"
"inna","female"
"ioana","female"
"iolande","female"
"iolanthe","female"
"iona","female"
"iormina","female"
"irena","female"
"irene","female"
"irina","female"
"iris","female"
"irita","female"
"irma","female"
"isabeau","female"
"isabel","female"
"isabelita","female"
"isabella","female"
"isabelle","female"
"isadora","female"
"isahella","female"
"iseabal","female"
"isidora","female"
"isis","female"
"isobel","female"
"issi","female"
"issie","female"
"issy","female"
"ivett","female"
"ivette","female"
"ivie","female"
"ivonne","female"
"ivory","female"
"ivy","female"
"izabel","female"
"izzi","female"
"jacenta","female"
"jacinda","female"
"jacinta","female"
"jacintha","female"
"jacinthe","female"
"jackelyn","female"
"jacki","female"
"jacklin","female"
"jacklyn","female"
"jackquelin","female"
"jackqueline","female"
"jacky","female"
"jaclin","female"
"jaclyn","female"
"jacquelin","female"
"jacqueline","female"
"jacquelyn","female"
"jacquelynn","female"
"jacquenetta","female"
"jacquenette","female"
"jacquetta","female"
"jacquette","female"
"jacqui","female"
"jacquie","female"
"jacynth","female"
"jada","female"
"jade","female"
"jaimie","female"
"jaine","female"
"jaleh","female"
"jami","female"
"jamima","female"
"jammie","female"
"jana","female"
"janaya","female"
"janaye","female"
"jandy","female"
"jane","female"
"janean","female"
"janeczka","female"
"janeen","female"
"janel","female"
"janela","female"
"janella","female"
"janelle","female"
"janene","female"
"janenna","female"
"janessa","female"
"janet","female"
"janeta","female"
"janetta","female"
"janette","female"
"janeva","female"
"janey","female"
"jania","female"
"janice","female"
"janie","female"
"janifer","female"
"janina","female"
"janine","female"
"janis","female"
"janith","female"
"janka","female"
"janna","female"
"jannel","female"
"jannelle","female"
"janot","female"
"jany","female"
"jaquelin","female"
"jaquelyn","female"
"jaquenetta","female"
"jaquenette","female"
"jaquith","female"
"jasmin","female"
"jasmina","female"
"jasmine","female"
"jayme","female"
"jaymee","female"
"jayne","female"
"jaynell","female"
"jazmin","female"
"jeana","female"
"jeane","female"
"jeanelle","female"
"jeanette","female"
"jeanie","female"
"jeanine","female"
"jeanna","female"
"jeanne","female"
"jeannette","female"
"jeannie","female"
"jeannine","female"
"jehanna","female"
"jelene","female"
"jemie","female"
"jemima","female"
"jemimah","female"
"jemmie","female"
"jemmy","female"
"jen","female"
"jena","female"
"jenda","female"
"jenelle","female"
"jenette","female"
"jeni","female"
"jenica","female"
"jeniece","female"
"jenifer","female"
"jeniffer","female"
"jenilee","female"
"jenine","female"
"jenn","female"
"jenna","female"
"jennee","female"
"jennette","female"
"jenni","female"
"jennica","female"
"jennie","female"
"jennifer","female"
"jennilee","female"
"jennine","female"
"jenny","female"
"jeraldine","female"
"jeralee","female"
"jeri","female"
"jerrilee","female"
"jerrilyn","female"
"jerrine","female"
"jerrylee","female"
"jessa","female"
"jessalin","female"
"jessalyn","female"
"jessamine","female"
"jessamyn","female"
"jesselyn","female"
"jessi","female"
"jessica","female"
"jessika","female"
"jessy","female"
"jewel","female"
"jewell","female"
"jewelle","female"
"jill","female"
"jillana","female"
"jillane","female"
"jillayne","female"
"jilleen","female"
"jillene","female"
"jilli","female"
"jillian","female"
"jillie","female"
"jilly","female"
"jinny","female"
"jo ann","female"
"jo-ann","female"
"jo-anne","female"
"joann","female"
"joanne","female"
"joan","female"
"joana","female"
"joane","female"
"joanie","female"
"joann","female"
"joanna","female"
"joanne","female"
"joannes","female"
"jobey","female"
"jobi","female"
"jobie","female"
"jobina","female"
"joby","female"
"jobye","female"
"jobyna","female"
"jocelin","female"
"joceline","female"
"jocelyn","female"
"jocelyne","female"
"jodee","female"
"joela","female"
"joelie","female"
"joell","female"
"joella","female"
"joelle","female"
"joellen","female"
"joelly","female"
"joellyn","female"
"joelynn","female"
"joete","female"
"johanna","female"
"johannah","female"
"johnette","female"
"johnna","female"
"joice","female"
"jojo","female"
"jolee","female"
"joleen","female"
"jolene","female"
"joletta","female"
"joli","female"
"jolie","female"
"joline","female"
"joly","female"
"jolyn","female"
"jolynn","female"
"jonell","female"
"joni","female"
"jonie","female"
"jonis","female"
"jordain","female"
"jordana","female"
"jordanna","female"
"jorey","female"
"jori","female"
"jorie","female"
"jorrie","female"
"jorry","female"
"joscelin","female"
"josee","female"
"josefa","female"
"josefina","female"
"joselyn","female"
"josepha","female"
"josephina","female"
"josephine","female"
"josey","female"
"josi","female"
"josie","female"
"joslyn","female"
